9.5
23.5
26.0
28.0
16.0
24.0
28.5
30.0
29.0
26.5
29.5
29.0
28.0
19.0
28.0
29.0
29.0
16.0
16.0
10.5
23.5
25.5
31.0
33.5
20.0
29.0
19.0
24.0
27.0
27.0
27.0
22.0
18.0
15.5
14.5
17.0
6.0
19.5
16.0
15.0
28.0
29.0
29.0
17.0
30.0
32.0
28.5
30.5
23.5
33.5
21.0
26.5
20.0
28.5
27.5
23.0
10.0
22.0
27.0
23.0
23.0
24.0
9.5
27.5
12.5
-2.0
10.0
10.5
12.5
17.0
13.5
19.5
19.0
25.0
11.0
17.0
29.5
19.0
18.5
19.0
19.0
20.5
11.5
21.0
18.0
17.0
17.0
11.0
16.5
19.5
3.5
-5.0
8.5
21.0
32.0
30.5
16.0
29.0
28.0
10.0
